Candidate ID,Father Name as per affidavit,Age,Self Profession,Spouse Profession,Criminal Cases Count,Education Category,Education Details,Self Occupation,Self Source of Income,Spouse Source of Income,Movable Assets (Self),Movable Assets (Spouse),Movable Assets (Total),Immovable Assets (Self),Immovable Assets (Spouse),Immovable Assets (Total),Total Assets,Liabilities (Self),Liabilities (Spouse),Total Liabilities,Criminal Case Details
39,Rama Seshagiri Rao Yarlagadda,51,Business,Business,9,Graduate,"Graduate - B.Sc., from Nagarjuna University, In 1998 - Studied at AG & SG college, Vuyyuru, Intermediate completed in 1991 at AG & SG college, vuyyuru, SSC completed in 1989 in VRMS school at vuyyuru.;             		 Details o",Business,Business and House properties,House Properties and House Property and Income from other sources,"76,04,82,182","63,31,53,492","1,42,54,25,874","81,74,26,970","35,86,18,200","1,17,60,45,170","2,60,20,66,048",,"5,16,27,092","5,16,27,092","2 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Attempt to murder (IPC Section-307)1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Punishment for kidnapping (IPC Section-363) 5 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges related to Punishment for criminal trespass (IPC Section-447) 1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 1 charges related to Every member of unlawful assembly guilty "
2661,Maha Lakshmi,61,Retired Employee,NIL,,Graduate,"BA From  D.N.R. College, Bhimavaram, Andhra University In 1984-1987;             		 Details of PAN and status of Income Tax return",Retired Employee,Pension,NIL,"9,77,806.80",,"36,39,632","44,78,000",,"88,78,000","1,25,17,632","16,17,619",,"16,17,619",
157,Late Ramachandra Reddy,57,Business,Business,2,12th Pass,"Board of Intermediate Education, Sri Vivekananda Junior College, Giddalur in the year 1985;             		 Details of PAN and status of Income Tax return",Business,"Business, Rent amount on commercial Building and Pension from Legislative Assembly",Income from Milk Dairy Generator Hire charges and Vedansha Infra,"3,93,60,956","2,59,70,881","6,53,44,121","3,79,23,800","60,00,000","4,39,23,800","10,92,67,921",,,,"1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees (IPC Section-435) 2 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)"
41,Late Yohan Maddipati,46,Social Service (Politician) & Business,Govt. Employee,4,Post Graduate,"MSC (Information Systems), Sri GCSR College,  Rajam,  Srikakulam - 2003;             		 Details of PAN and status of Income Tax return",Social Service (Politician) & Business,"Business i.e. MVT Traders, Sale of agricultural products",Salary from Government,"35,54,648","15,53,827","55,22,638","10,00,000","50,00,000","60,00,000","1,15,22,638","31,09,175","25,54,310","56,63,485","1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Punishment for criminal intimidation (IPC Section-506) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Punishment for wrongful restraint (IPC Section-341) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 2 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504)"
204,Late Venkateswarlu Venigandla,56,Private Business,Private Business,1,Graduate Professional,"B.Tech(ECE) From RVR & JC Engineering College, Guntur, In 1992;             		 Details of PAN and status of Income Tax return",Private Business,Business & Salary,Business & Salary,"1,36,24,72,225","72,43,91,127","2,08,68,63,352","64,74,75,463","10,93,35,108","75,68,10,571","2,84,36,73,925","5,62,22,918","10,98,92,494","16,61,15,412",1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
236,Pasim Penchalaiah,57,Social worker,Business/Agriculture,14,Doctorate,"Ph.D in Adult Education - 2021, Sri Venkateswara University;             		 Details of PAN and status of Income Tax return",Social worker,"Pension, Rental",Business and Agriculture,"1,37,16,762.96","1,00,39,692.06","2,45,11,158.22","42,00,000","2,42,00,000","3,33,00,000","6,65,59,534","62,88,933","1,50,40,416","2,13,29,349",6 charges related to Punishment for wrongful restraint (IPC Section-341) 5 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 4 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Disobedience to quarantine rule (IPC Section-271) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290)
309,P Basappa,58,(Social Service) MLA of Alur Constituency,House Wife,1,8th Pass,"SSLC Appeared in 1984 at Municipal Boys High School Bellary Karnataka State;             		 Details of PAN and status of Income Tax return",(Social Service) MLA of Alur Constituency,Salaries /Allowances as MLA Andhra radesh,Nil,"18,93,337","5,88,512","24,81,849","90,00,000","65,00,000","1,55,00,000","1,79,81,849",,,,1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
287,Abdul Munaf,46,Business,Homemaker,8,10th Pass,"Secondary School Certificate, Sarada Niketan (O) High School;             		 Details of PAN and status of Income Tax return",Business,Business,No Source of Income,"17,69,000","15,50,199","33,19,199","21,19,500",,"21,19,500","69,50,699",,,,"2 charges related to Property in possession of wife, clerk or servant (IPC Section-27)1 charges related to Adulteration of food or drink intended for sale (IPC Section-272)1 charges related to Sale of noxious food or drink (IPC Section-273)1 charges related to Illegal payments in connection with an election (IPC Section-171H) 7 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 6 charges related to Punishment for wrongful restraint (IPC Section-341) 4 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 4 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 3 charges related to Negligent act likely to spread infection"
101,Galla Ramachandra Rao,42,Self Employed - (Business Income),Self Employed - (Business Income),2,Post Graduate,"SSC from ST Basweshwara High School, Hyderabad in the year 2000, Intermediate from International Junior College, Shaikpet in the year 2002, B.Sc. from Osmania University in the year 2005 & MCA from Osmania University in the year 2008",Self Employed - (Business Income),Business and Salary Income,Business Income,"2,57,66,538","6,71,10,723","9,62,48,002","22,07,500","7,12,61,715","7,34,69,215","16,97,17,217","1,59,38,849","10,25,38,781","11,84,77,630",2 charges related to Illegal payments in connection with an election (IPC Section-171H)2 charges related to Punishment for bribery (IPC Section-171E) 2 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
62,Lakshmaiah,61,Agriculturist and Social Worker,Home Maker,22,12th Pass,"Intermediate from SKBR Govt College, Macherla 1982, Board of secondary Education, SSC, St Josephs High School, Rentachinthala;             		 Details of PAN and status of Income Tax return",Agriculturist and Social Worker,Agriculture and MLA pension,Agriculture,"5,55,775","11,33,780","16,89,555","2,55,00,000","1,45,00,000","4,00,00,000","4,16,89,555","43,14,005",,"43,14,005",17 charges related to Punishment for theft (IPC Section-379)11 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Statements conducing to public mischief (IPC Section-505)1 charges related to Punishment for criminal intimidation (IPC Section-506) 11 charges related to Punishment for house-trespass (IPC Section-448) 6 charges related to Punishment for criminal trespass (IPC Section-447) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 2 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges relate
71,Late N T Rama Rao,65,Movie Artiste,House Wife,,Graduate,"Bachelors Of Arts(B.A) , Nizam College, Osmaniya University, Hyderabad, 1981;             		 Details of PAN and status of Income Tax return",Movie Artiste,"Artiste Remuneration, Rental Income & Salary Income From State Government",Rental Income,"81,63,31,409","1,40,38,81,995","2,83,07,06,602","1,03,35,05,805","38,90,34,409","1,99,89,74,354","4,82,96,80,954","9,49,76,144","3,84,48,743","13,83,26,856",
2372,Late B Prakash Rao,44,Practicing Doctor,House Wife,2,Graduate Professional,"BDS From NTR Health University Vijayawada In 2009;             		 Details of PAN and status of Income Tax return",Practicing Doctor,Agriculture,Agriculture,"35,08,750","40,50,000","75,58,750","87,00,000","10,00,000","97,00,000","1,73,37,500","33,42,304",,"33,42,304",1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188)
102,Late Nageswara Rao,75,Cultivation and Politics,Housewife,3,8th Pass,"9th Class ZP High School Yeleswaram 1964-66;             		 Details of PAN and status of Income Tax return",Cultivation and Politics,Cultivation  & Pensioner,Nil,"11,20,187.79","52,72,781.40","63,92,969.19","60,00,000",,"60,00,000","1,23,92,969","1,31,900","1,34,43,151","1,35,75,051",3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 3 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 1 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)
45,Krishna Rao,61,Politician,Housewife,1,Graduate,"B.Com, SGS College, Andhra University-1984;             		 Details of PAN and status of Income Tax return",Politician,Rental Income and Pension,Agricultural and Business,"36,34,454.86","1,75,37,017","2,61,06,471.86","1,18,72,000","83,00,000","2,01,72,000","4,13,43,472","56,10,121.56","43,59,066",,1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
2,C.Subbarami Reddy,68,Agriculturist,House Wife,4,Post Graduate,"MSc From Kanpur University Kanpur In 1980;             		 Details of PAN and status of Income Tax return",Agriculturist,"Agriculture Income, Interest Income and Pension from Assembly as MLA",Agricultural Income,"1,54,98,624","1,29,99,000","2,84,97,624","1,15,00,000","1,80,21,200","2,95,21,200","5,80,18,824","50,00,000","80,13,500","1,30,13,500","2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Attempt to murder (IPC Section-307)1 charges related to Section 505(2) (IPC Section-505(2)) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Obscene acts and songs (IPC Section-294) 1 charges related to Punishment for wrongful Confinement (IPC Section-342) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 1 charge"
457,Srinivasareddy Reddappa Gari,51,"Agriculture,  Business & Social Activities","Agriculture,  Business & Social Activities",4,Graduate,"B.A. From Osmania University, Hyderabad, Year-1995;             		 Details of PAN and status of Income Tax return","Agriculture,  Business & Social Activities","Agriculture, Rental Income","Agriculture, Rental Income","7,82,73,521","47,07,89,407","57,13,63,384","1,33,30,38,360","1,92,61,85,000","3,30,97,23,360","3,88,10,55,784","44,08,18,121.26","39,16,52,557",,"1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452)1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Illegal payments in connection with an election (IPC Section-171H) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for assault or criminal force otherwise than on grave provocation (IPC Section-352) 1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186) 1 charges related to Punishment for voluntarily causing hurt (IPC Section-323)"
125,K Raghuramappa,59,Business,House Wife,21,Graduate Professional,"B.Tech from Bapuji institute Of Engineering & Technology, Davangere, Karnataka;             		 Details of PAN and status of Income Tax return",Business,Business,House Wife,"91,54,450","83,25,148","1,74,79,598","1,50,00,000","45,00,000","1,95,00,000","3,69,79,598","20,25,542","59,43,843","79,69,385","6 charges related to Punishment for criminal intimidation (IPC Section-506)3 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)2 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Attempt to murder (IPC Section-307)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to Statements conducing to public mischief (IPC Section-505)1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees (IPC Section-435) 9 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 9 charges related to Acts done by s"
323,Vijaya Simha,78,Agricultural,Teacher ( The Education Renaissance trust ),1,Graduate Professional,"M.B.B.S 1972 , Rangaraya Medical College, Kakinada.;             		 Details of PAN and status of Income Tax return",Agricultural,"Agriculture, MLA Pension",Teacher Salary Income,"55,40,000","1,04,32,000","1,59,72,000","6,55,00,000","2,39,00,000","8,94,00,000","10,53,72,000",,,,1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 1 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 1 charges related to Disobedience to quarantine rule (IPC Section-271) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
57,(late) Vanamadi Lovaraju,61,Business (Dry Fish),Business (Dry Fish),13,10th Pass,"Secondary School Certificate (M.S.N Charties, Kakinada ) in the year 1979;             		 Details of PAN and status of Income Tax return",Business (Dry Fish),Business,Business,"18,50,631","18,56,000","37,06,631","5,66,78,000","1,95,00,000","7,61,78,000","7,93,94,631",,,,1 charges related to Punishment for criminal intimidation (IPC Section-506) 5 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 5 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Punishment for criminal trespass (IPC Section-447) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 1 charges related to Obstructing public se
271,Subba Rao,63,"Agriculture, Contracts and Real Estate","Agriculture, Contracts and Real Estate",11,12th Pass,"Intermediate from Board of Intermediate Education, Andhra Pradesh Year 1978-80;             		 Details of PAN and status of Income Tax return","Agriculture, Contracts and Real Estate","Agriculture, Contracts and Real Estate","Agriculture, Contracts and Real Estate","1,80,18,780","2,59,99,871","4,62,45,391","4,55,00,000","7,53,00,000","12,83,00,000","17,45,45,379","2,50,85,949","3,30,94,762","6,31,97,947","2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)1 charges related to Punishment for extortion (IPC Section-384)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452) 7 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Punishment for Rioting (IPC Section-147) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 3 charges related to Punishment for voluntarily causing hurt"
103,Late Amilineni Venkatappa,56,Business and Social Activities,Home maker,,10th Pass,"Secondary school Certificate, from Board of Secondary Education, Andhra Pradesh, Year of completion in 1983;             		 Details of PAN and status of Income Tax return",Business and Social Activities,"Business Income, Income from House property, Interest Income",Income from House property and Interest Income,"10,93,35,248","2,90,18,248","14,34,52,084","1,65,69,15,500","1,58,00,000","1,75,00,65,325","1,89,35,17,409","39,68,54,610","1,20,000","39,69,74,610",
325,Narasimha Reddy Putha,44,Business and Agriculture,Business,3,Post Graduate,"Master of Science in Information Technology and Business Year 2005 Middle Sex University, UK;             		 Details of PAN and status of Income Tax return",Business and Agriculture,Business and Agriculture,Business,"11,07,39,698","3,15,04,365","16,77,33,194","1,61,30,000","81,50,000","2,70,60,000","19,47,93,194","5,37,91,239","25,00,000","5,96,91,239","1 charges related to Attempt to murder (IPC Section-307)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Voluntarily causing grievous hurt by dangerous weapons or means (IPC Section-326)1 charges related to Punishment for criminal intimidation (IPC Section-506) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 1 charges related to Word, gesture or act intended to insult the modesty of a woman (IPC Section-509) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)"
367,Late Subba Rao Inturi,49,Business & Cultivation,House wife,11,10th Pass,"SSC (10th class) From Z.P.H.School (B) Kandukur Year 1990-1991;             		 Details of PAN and status of Income Tax return",Business & Cultivation,Business. & Cultivation.,Housewife.,"7,18,72,492","16,76,332","7,38,17,712","5,03,61,270","91,82,000","5,95,43,270","13,33,60,982","8,72,17,644",,"8,72,17,644",1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Punishment for bribery (IPC Section-171E) 5 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Punishment for wrongful restraint (IPC Section-341) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 3 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283) 1 charges related to Negligent conduct with respect to explosive substance (IPC Section-286)
326,Mukku Chinna Narasa Reddy,52,Business and Politician,Doctor,4,Graduate Professional,"Bachelor of Medicine and Bachelor of Surgery (MBBS) From Kuvempu University in J.J.M. Medical College, Dhavanagere, Year-2000;             		 Details of PAN and status of Income Tax return",Business and Politician,"Business, Pension From AP Assembly and Agriculture Income",Salary and Profession,"4,77,86,759","2,56,71,529","13,60,08,812","2,42,16,500","7,39,78,500","11,03,22,000","18,00,88,894","3,02,85,236","2,72,61,800","6,89,13,536",1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
327,Late Dagumati Lakshmi Reddy,60,"Agriculturist, business and politics",Agriculturist and business,,Post Graduate,"Master of commerce, SV University tirupathi in1990;             		 Details of PAN and status of Income Tax return","Agriculturist, business and politics","Agriculture income. Bank interest, Business and Salary from Guru Raghavendra infrastructures","Agriculture income, Bank interest, Business and Salary from Guru Raghavendra infrastructures","11,66,59,324","20,53,20,589","33,05,72,822","1,04,02,52,750","11,39,30,000","1,20,22,39,900","1,53,28,12,723","13,93,23,596","26,73,746","14,19,97,342",
31,Late B. Ramudu,41,Advocate,Home Maker,,Post Graduate,"LLM. from Sri Krishna Devaraya University, Anantapuram 2018;             		 Details of PAN and status of Income Tax return",Advocate,Agriculture Income of Family Farming,Home Maker,"14,74,000","7,80,000","22,54,000","85,00,000",,"85,00,000","1,07,34,000",,,,
1358,Venkataiaharava,29,"Agriculture,  Politician, Sarpanch",Not applicable,1,Graduate Professional,"B.Tech From Rajiv Gandhi Memorial College of Engineering, Nandyal;             		 Details of PAN and status of Income Tax return","Agriculture,  Politician, Sarpanch","Agriculture, Cultivation",Not Applicable,"23,58,368",,"23,58,368","12,00,000",,"22,00,000","45,58,358","8,82,152",,"8,82,152",1 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)
328,Dola Kotaiah,56,Politics - Member of Legislative Assembly A.P.,House Wife,11,Graduate Professional,"MBBS Bachelor of Medicine and Bachelor of Surgery -  Andhra Medical College, Visakhapatnam,  A.P. Course completed in November 1997;             		 Details of PAN and status of Income Tax return",Politics - Member of Legislative Assembly A.P.,"Remuneration as MLA, Agriculture Income",Nil,"20,49,759.37","27,25,952.36","59,01,908.73","34,39,440",,"34,39,440","93,41,349","16,01,812.56",,,1 charges related to Punishment for criminal intimidation (IPC Section-506) 7 charges related to Punishment for wrongful restraint (IPC Section-341) 7 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 6 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 2 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Negligent conduct with respect to fire or combustible matter (IPC Section-285) 1 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290
460,Late Buli Satyam,61,Agriculture and Politician,Business,1,Graduate,"B.Com from VKV Govt. Degree College Kothapeta Year 1981-84;             		 Details of PAN and status of Income Tax return",Agriculture and Politician,Ex-M.L.A pension and Agriculture Income,Business,"2,10,79,754","5,80,86,551","7,95,93,087","78,60,000","4,11,25,000","6,04,85,000","14,00,78,091","97,50,000","3,73,38,068","4,70,88,068",1 charges related to Husband or relative of husband of a woman subjecting her to cruelty (IPC Section-498A)1 charges related to Punishment for criminal breach of trust (IPC Section-406)
3,Prabhakar Reddy Vemireddy,61,Business,Business,,12th Pass,"Intermediate , S.P.W Junior College, Tirupati, A.P in the 1982;             		 Details of PAN and status of Income Tax return",Business,Business and property,Business,"46,94,59,995","4,64,43,20,644","5,11,37,80,639","30,11,93,087","1,74,83,48,539","2,04,95,41,626","7,16,33,22,265","43,48,11,682","1,56,55,84,316","2,00,03,95,998",
330,Venkayya,56,Advocate,Housewife,10,Post Graduate,"Master of Social Work, Nagarjuna University 2008;             		 Details of PAN and status of Income Tax return",Advocate,Advocate and Pensioner (Ex MLA),Agriculture,"11,43,769","17,55,693","37,91,879","19,21,560","76,35,000","95,56,560","1,33,48,439","10,31,861",,"49,62,197",1 charges related to Punishment for criminal intimidation (IPC Section-506) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504) 1 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 1 charges related to Disobedience to quarantine rule (IPC Section-271)
108,Kharjura Naidu Nara,76,Social Service (Politician),Business,19,Post Graduate,"M.A, S.V.U College, Tirupati, 1974;             		 Details of PAN and status of Income Tax return",Social Service (Politician),"Salary Income, Dividend Income","Salary, Business, Rental Income & Other Sources","4,80,438","8,10,37,48,609","8,10,42,29,047","36,31,00,481","85,10,41,128","1,21,41,41,609","9,31,83,70,656","3,48,81,937","6,89,28,838","10,38,10,775",
357,T G Venkatesh,50,Business,Business,,Post Graduate,"MBA, from Cardiff University , U.K. Year 1999;             		 Details of PAN and status of Income Tax return",Business,"Salary, House Property &  Business","Salary, House Property &  Business","45,83,54,892","33,08,61,712","83,08,23,801","48,67,37,650","1,37,61,70,010","1,95,19,71,500","2,78,27,95,321","7,38,53,597","11,99,71,299","19,38,24,896",
334,Addukula Sanyasi Naidu,41,House Wife,Working as Teacher in Govt Upper Primary School,3,Graduate,"B.Sc. (B.Z.C.) From DBK College Parvathiuram 2013;             		 Details of PAN and status of Income Tax return",House Wife,Nil,Teacher Salary,"15,87,000","9,50,000","25,37,000",,"5,00,000","6,75,000","32,12,000",,"18,00,000","18,00,000","Cases where Pending Serial No.FIR No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Charges Framed Date on which charges were framedAppeal FiledDetails and present status of appeal 1 99/2023 of Elwinpeta Police Station, Parvathipuram Manyam District Section-151 Cr.P.C. No No 2 100/2023 of Elwinpeta Police Station, Parvathipuram Manyam District Section-151 Cr.P.C. No No 3 101/2023 of Elwinpeta Police Station, Parvathipuram Manyam District Section-151 Cr.P.C. No No Cases where Convicted Serial No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Punishment ImposedDate on which convictedAppeal FiledDetails and present status of appeal ---------No Cases-------- Disclaimer: This information is an archive of the candidate's self-declared affidavit that was filed during the elections. The current status of this information may be different. For the latest available information, please refer to the affidavit filed by the "
